Date,PM10 ( µg/m3 ),PM 2.5 ( µg/m3 ),SO2 ( µg/m3 ),CO ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),O3 ( µg/m3 )
2021-03-27 12:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-27 13:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-27 14:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-27 15:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-27 16:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-27 17:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-27 18:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-27 19:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-27 20:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-27 21:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-27 22:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-27 23:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-28 00:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-28 01:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-28 02:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-28 03:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-28 04:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-28 05:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-28 06:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-28 07:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-28 08:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-28 09:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-28 10:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-28 11:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-28 12:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-28 13:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-28 14:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-28 15:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-28 16:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-28 17:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-28 18:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-28 19:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-28 20:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-28 21:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-28 22:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-28 23:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-29 00:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-29 01:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-29 02:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-29 03:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-29 04:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-29 05:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-29 06:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-29 07:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-29 08:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-29 09:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-29 10:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-29 11:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-29 12:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-29 13:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-29 14:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-29 15:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-29 16:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-29 17:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-29 18:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-29 19:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-29 20:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-29 21:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-29 22:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-29 23:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-30 00:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-30 01:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-30 02:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-30 03:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-30 04:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-30 05:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-30 06:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-30 07:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-30 08:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-30 09:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-30 10:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-30 11:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-30 12:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-30 13:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-30 14:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-30 15:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-30 16:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-30 17:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-30 18:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-30 19:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-30 20:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-30 21:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-30 22:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-30 23:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-31 00:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-31 01:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-31 02:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-31 03:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-31 04:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-31 05:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-31 06:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-31 07:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-31 08:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-31 09:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-31 10:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-31 11:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-31 12:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-31 13:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-31 14:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-31 15:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-31 16:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-31 17:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-31 18:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-31 19:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-31 20:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-31 21:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-31 22:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-31 23:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01 00:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01 01:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01 02:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01 03:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01 04:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01 05:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01 06:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01 07:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01 08:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01 09:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01 10:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01 11:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01 12:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01 13:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01 14:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01 15:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01 16:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01 17:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01 18:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01 19:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01 20:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01 21:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01 22:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01 23:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-02 00:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-02 01:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-02 02:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-02 03:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-02 04:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-02 05:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-02 06:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-02 07:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-02 08:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-02 09:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-02 10:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-02 11:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-02 12:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-02 13:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-02 14:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-02 15:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-02 16:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-02 17:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-02 18:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-02 19:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-02 20:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-02 21:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-02 22:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-02 23:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-03 00:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-03 01:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-03 02:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-03 03:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-03 04:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-03 05:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-03 06:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-03 07:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-03 08:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-03 09:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-03 10:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-03 11:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-03 12:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-03 13:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-03 14:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-03 15:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-03 16:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-03 17:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-03 18:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-03 19:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-03 20:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-03 21:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-03 22:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-03 23:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-04 00:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-04 01:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-04 02:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-04 03:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-04 04:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-04 05:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-04 06:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-04 07:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-04 08:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-04 09:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-04 10:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-04 11:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-04 12:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-04 13:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-04 14:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-04 15:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-04 16:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-04 17:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-04 18:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-04 19:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-04 20:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-04 21:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-04 22:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-04 23:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-05 00:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-05 01:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-05 02:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-05 03:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-05 04:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-05 05:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-05 06:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-05 07:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-05 08:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-05 09:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-05 10:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-05 11:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-05 12:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-05 13:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-05 14:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-05 15:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-05 16:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-05 17:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-05 18:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-05 19:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-05 20:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-05 21:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-05 22:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-05 23:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06 00:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06 01:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06 02:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06 03:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06 04:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06 05:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06 06:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06 07:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06 08:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06 09:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06 10:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06 11:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06 12:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06 13:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06 14:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06 15:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06 16:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06 17:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06 18:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06 19:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06 20:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06 21:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06 22:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06 23:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07 00:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07 01:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07 02:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07 03:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07 04:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07 05:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07 06:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07 07:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07 08:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07 09:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07 10:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07 11:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07 12:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07 13:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07 14:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07 15:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07 16:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07 17:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07 18:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07 19:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07 20:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07 21:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07 22:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07 23:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-08 00:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-08 01:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-08 02:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-08 03:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-08 04:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-08 05:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-08 06:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-08 07:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-08 08:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-08 09:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-08 10:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-08 11:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-08 12:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-08 13:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-08 14:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-08 15:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-08 16:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-08 17:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-08 18:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-08 19:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-08 20:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-08 21:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-08 22:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-08 23:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-09 00:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-09 01:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-09 02:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-09 03:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-09 04:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-09 05:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-09 06:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-09 07:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-09 08:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-09 09:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-09 10:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-09 11:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-09 12:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-09 13:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-09 14:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-09 15:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-09 16:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-09 17:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-09 18:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-09 19:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-09 20:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-09 21:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-09 22:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-09 23:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-10 00:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-10 01:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-10 02:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-10 03:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-10 04:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-10 05:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-10 06:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-10 07:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-10 08:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-10 09:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-10 10:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-10 11:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-10 12:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-10 13:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-10 14:00:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
